Episode Number,URL,Notes ,Live ID (Live Streaming),Media ID (VOD),Title,Description,Tags,Sponsor,Streaming?,Talent,Moderator,Session Start Time,Session End Time,O&O Plays,O&O Uniques,O&O Completes,O&O Time (hours),O&O AVG Time Per Viewer (sec)
9,https://www.essence.com/video/cupcake-fairies/,,,,CupCake Fairies,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0705",,VOD,"Michele Burton-Oatis, CupCake Fairies",,,,,,,,
10,https://www.essence.com/video/troodie/,,,,Troodie,"Join live demonstrations and hands-on workshops in Makers’ Studio to discover products, learn new skills, and connect directly with founders and entrepreneurs.","#EFOC2026, #NVV, #NVV0705",,VOD,"Taylor Davis, Troodie",,,,,,,,
11,https://www.essence.com/video/flaw-luxe-hair-studio/,,,,Flaw Luxe Hair Studio,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0705",,VOD,"Ciera Turbinton, Flaw Luxe Hair Studio",,,,,,,,
12,https://www.essence.com/video/the-nola-collective/,,,,The Nola Collective,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0705",,VOD,"Bianca Cook, The Nola Collective",,,,,,,,
13,https://www.essence.com/video/tbd/,"STILL IN CONTENT PLANNING
AWAITING UPDATES IN AIRTABLE",,,TBD,"Join live demonstrations and hands-on workshops in Makers’ Studio to discover products, learn new skills, and connect directly with founders and entrepreneurs.","#EFOC2026, #NVV, #NVV0705",,VOD,TBD,,,,,,,,
14,https://www.essence.com/video/tbd/,"STILL IN CONTENT PLANNING
AWAITING UPDATES IN AIRTABLE",,,TBD,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0705",,VOD,TBD,,,,,,,,
15,https://www.essence.com/video/the-candy-lady/,,,,The Candy Lady,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0705",,VOD,"Brandi Davis, The Candy Lady",,,,,,,,
16,https://www.essence.com/video/greys-consulting-group/,,,,Greys Consulting Group,"Join live demonstrations and hands-on workshops in Makers’ Studio to discover products, learn new skills, and connect directly with founders and entrepreneurs.","#EFOC2026, #NVV, #NVV0705",,VOD,"Ebony Grey, Greys Consulting Group",,,,,,,,
17,https://www.essence.com/video/lorettas-authentic-pralines-inc/,,,,"Loretta's Authentic Pralines, Inc.","Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0705",,VOD,"Robert Harrison, Loretta's Authentic Pralines, Inc.",,,,,,,,
18,https://www.essence.com/video/petal-salon/,,,,Petal Salon,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0705",,VOD,"Amanda Harvey, Petal Salon",,,,,,,,
,,,Suede: Men’s Experience ™,,,,,,,,,,,,,,,
1,https://www.essence.com/video/after-the-whistle-life-beyond-pro-sports/,,,,After The Whistle: Life Beyond Pro Sports,"The final whistle blows. The lights go down. The jersey gets retired.
And then a question nobody fully prepares you for: Now what? In this honest, no-filter conversation, former pro athletes open up about the transition that changes everything — the identity shifts, the business pivots, the quiet mornings after years of roaring crowds. They'll share what they built, and how they discovered who they are beyond the game.
","#EFOC2026, #ME, #ME0705",,VOD,"Moderator : God ShammGod 
Panelists: Tyrann Mathieu , Steve Sanders, Jeff Coby",,,,,,,,
2,https://www.essence.com/video/activism-as-art/,,,,Activism As Art,"For the most impactful voices in Black culture, art and activism have never been separate. This conversation brings together artists who put their careers, their comfort, and their platforms on the line for something bigger than themselves. They've used creativity as a tool for resistance and storytelling as a form of power.","#EFOC2026, #ME, #ME0705",,VOD,"Moderator: Okla Jones
Kendrick Sampson, Lynae Vanee
",,,,,,,,
3,https://www.essence.com/video/bag-secured-legacy-talks-masterclass/,,,,Bag Secured: Legacy Talks / Masterclass,"Nobody wants to think about death. But every Black man has people depending on him — and what happens to them when you're gone is one of the most important decisions you'll ever make while you're still here. This conversation breaks down everything you need to know about protecting what you've built — wills, trusts, probate, life insurance, and the legal tools that keep your family from fighting over, or losing, what you worked your whole life for.","#EFOC2026, #ME, #ME0705",,VOD,Michael Hall,,,,,,,,
4,https://www.essence.com/video/the-new-age-of-media-vlogging-streaming-content-creation/,,,,"The New Age of Media: Vlogging, Streaming, Content Creation","New Orleans has always been a city that creates culture, and right now some of its most exciting voices are doing it from their phones, their studios, and their living rooms. Moderated by New Orleans legend Wild Wayne, this conversation brings together some of the city's most compelling content creators to talk about what it really takes to build in the digital age.","#EFOC2026, #ME, #ME0705",,VOD,"Moderator:Wild Wayne 
Panelists: JJ Simmons, Brian McIntosh, Subtweet Shawn",,,,,,,,
5,,MISSING SESSION INFO IN AIRTABLE,,,SPONSOR SLOT- Suede 1PM,"Podcast slot, talent TBD.","#EFOC2026, #ME, #ME0705",,VOD,Talent: TBD,,,,,,,,
6,https://www.essence.com/video/so-dad-its-good/,,,,So Dad It’s Good,"Nobody told you fatherhood would feel like this — the pride, the pressure, the moments that stop you cold. This conversation brings together fathers and sons who have lived it out loud, in the spotlight and under scrutiny, to talk about what was passed down to them and what they're passing on.","#EFOC2026, #ME, #ME0705",,VOD,"Moderator: TBD
Panelists: Lance Gross, Julian Horton, Rodney Rikai",,,,,,,,
7,https://www.essence.com/video/dj-masterclass/,,,,DJ Masterclass,This hands-on masterclass gets into the science and soul of beatmixing.,"#EFOC2026, #ME, #ME0705",,VOD,Talent: Raj Smoove,,,,,,,,
8,https://www.essence.com/video/the-hbcu-boom-why-enrollment-is-up/,,,,The HBCU Boom: Why Enrollment Is Up,"For generations, HBCUs have been incubators of culture, community, and excellence built specifically for us. Students are choosing them at record numbers, coaches with championship pedigrees are bringing their talents to historic sidelines, and the academic firepower behind these schools is stronger than ever. This conversation brings together the academics, the advocates, and the athletes to talk about the cultural renaissance, the responsibility, and what it takes to make sure the momentum lasts.","#EFOC2026, #ME, #ME0705",,VOD,"Moderator: Rodney Rikai
Panelists: DJ Trauma, Dr.Walter Kimbrough, , TravQue",,,,,,,,
9,https://www.essence.com/video/collectors-gallery-day-3-art/,,,,Collector's Gallery Day 3: Art,"This panel on Black Art will examine the current state of the market, the challenges and opportunities facing Black artists, and the role collectors play in supporting their work. Panelists will also share insights on what it takes to create a thriving ecosystem for Black creativity.","#EFOC2026, #ME, #ME0705",,VOD,"Moderator: Okla Jones
Talent: Alan & Malina ""Mali"" Simone Bacon (Butter Art Fair)
",,,,,,,,
,,,Unbothered & Well,,,,,,,,,,,,,,,
1,https://www.essence.com/video/celebrating-birth-reclaiming-the-joy-dignity-and-power-of-black-motherhood-with-march-of-dimes/,,,,"Celebrating Birth: Reclaiming the Joy, Dignity, and Power of Black Motherhood with March of Dimes","A talking circle about what it means to be pregnant, give birth, and enter motherhood as a Black woman right now.","#EFOC2026, #UW, #UW0705",,VOD,Janai Norman & Stacey Y. Brayboy,,,,,,,,
2,https://www.essence.com/video/take-up-space-a-self-advocacy-talking-circle/,,,,Take Up Space: A Self-Advocacy Talking Circle,"A space to discuss what it actually takes to advocate for your own care in a system built to dismiss you. Dr. Munirah Bomani walks attendees through her self-advocacy framework, then the room workshops it together — bring a real situation you're navigating.","#EFOC2026, #UW, #UW0705",,VOD,Dr. Munirah Bomani,,,,,,,,
3,https://www.essence.com/video/a-talking-circle-on-how-ai-can-support-your-wellbeing-with-dr-robin-barrett/,,,,A Talking Circle on How AI Can Support Your Wellbeing with Dr. Robin Barrett,"A working session on how AI is changing the way Black women access information, advocate for their health, and make decisions about their care. Dr. Robin Barrett walks you through the tools, the risks, and the practices that turn AI into an ally.","#EFOC2026, #UW, #UW0705",,VOD,Dr. Robin Barrett,,,,,,,,
4,https://www.essence.com/video/healing-the-womb-a-wellbeing-talking-circle-with-dr-kemi-doll-presented-by-penguin/,,,,"Healing The Womb: A Wellbeing Talking Circle with Dr. Kemi Doll, presented by Penguin","Dr. Kemi Doll is one of the country's leading voices on Black women's reproductive health. This circle will explore fibroids, fertility, and the systems that fail us. Presented by Penguin, this is a conversation about reclaiming care and rewriting the script around the body.
","#EFOC2026, #UW, #UW0705",,VOD,Dr. Kemi Doll,,,,,,,,
5,https://www.essence.com/video/align-ascend-a-sound-bath-session/,,,,Align & Ascend: A Sound Bath Session,"A full-body sonic reset designed to clear what the weekend has held. Lie down, close your eyes, and let frequency do the work.
","#EFOC2026, #UW, #UW0705",,VOD,Shan-coa,,,,,,,,
6,https://www.essence.com/video/the-send-off-a-closing-drum-circle-with-kai-knight/,,,,The Send-Off: A Closing Drum Circle with Kai Knight,"Kai Knight leads a closing drum circle to send you off feeling connected and embodied.
","#EFOC2026, #UW, #UW0705",,VOD,Kai Knight,,,,,,,,
,,,We Love Us: The Marketplace,,,,,,,,,,,,,,,
1,https://www.essence.com/video/lets-talk-about-it/,,,,Let's Talk About It,"Kick off the day with a conversation about the topics making headlines and impacting our communities. From entrepreneurship and wealth building to health, culture, and community, we'll explore what's happening now, why it matters, and how it connects to the conversations taking place throughout the day on the We Love Us Marketplace Stage.",,,VOD,"Speaker: Marie Clark, New Voices Foundation
Speaker: Ensa Huger, NVF Capital",,,,,,,,
2,https://www.essence.com/video/how-community-investing-fuels-black-entrepreneurship/,,,,How Community Investing Fuels Black Entrepreneurship,"What if helping a Black-owned business grow cost less than dinner?

Too often, talented entrepreneurs are overlooked by traditional lenders and lack access to the family wealth networks that have helped many others launch and scale their businesses. This conversation explores how everyday people can help close that gap through community-powered investing.

Hear firsthand from founders who successfully raised capital through Kiva, learn how contributions as small as $25 can help fuel business growth, and discover how collective action can unlock opportunity in underserved communities. You'll leave inspired—and with a simple roadmap for putting your dollars to work in the businesses and communities you believe in.",,,VOD,"Speaker: Melanie Seymour, Institute for Entrepreneurial Leadership
Speaker: Hyacinth Tucker, The Laundry Basket 
Speaker: Tashara Earl, Shades of Color",,,,,,,,
3,https://www.essence.com/video/community-is-care-building-healthier-futures-together/,,,,Community Is Care: Building Healthier Futures Together,"Health outcomes are shaped by more than what happens in a doctor's office. Join leaders and advocates working at the intersection of health, community, and equity for a conversation on the challenges facing our communities and the collective action needed to create change. From chronic disease awareness and food access to advocacy and public health, this discussion explores how organizations and individuals can work together to build healthier futures for all.",,,VOD,"Speaker: Melicent Miller, Lupus Foundation of America 
Speaker: Leeja Carter, Ph.D, Coalition for Food and Health Equity 
Speaker: Lisa Cunningham, Black Women’s Health Imperative",,,,,,,,
4,https://www.essence.com/video/travel-reimagined-access-ownership-community/,,,,"Travel Reimagined: Access, Ownership & Community","Travel is changing—but who is it really becoming more accessible for? This conversation explores how technology, community, and entrepreneurship are reshaping the travel experience for Black travelers. From AI tools that make planning more affordable and less overwhelming, to founders building culturally rooted travel brands that center overlooked communities, this session connects access with ownership.

Attendees will learn how innovation is lowering barriers to travel, why community relationships matter in creating meaningful and affordable experiences, and how Black founders are building businesses that reflect the way we want to explore the world.",,,VOD,"Speaker: Kenny Acquah, Let's Go Plan",,,,,,,,
5,https://www.essence.com/video/automating-the-hustle-building-whats-yours/,,,,"Automating the Hustle, Building What’s Yours","The future of work isn’t coming—it’s already here. As AI reshapes industries and traditional career paths become less predictable, many founders and professionals are asking the same question: What does stability look like now?

This panel explores how to move from overwork to ownership by leveraging AI, systems, and strategy. From turning your expertise into income streams to using AI as your “invisible intern,” this conversation is about reclaiming your time, protecting your energy, and building something that works for you.

Attendees will leave with a clearer understanding of how to navigate workforce shifts, use AI practically, and design a more sustainable path forward.",,,VOD,"Speaker: Aniesia Williams, dreambloc
Speaker: Angelique Hamilton, The HR Chique Group
Speaker: Taylor Davis, Troodie",,,,,,,,
6,https://www.essence.com/video/unemployed-underpaid-undervalued-the-real-state-of-black-womens-work/,,,,"Unemployed, Underpaid, Undervalued: The Real State of Black Women’s Work","Behind the headlines and political talking points lies a deeper truth: Black women are navigating a labor market that was not built for us. 

This session takes a data‑driven and story‑driven look at the forces shaping Black women’s employment — from return to work and caregiving burdens to policy rollbacks and racialized hiring barriers. We’ll unpack the structural issues driving unemployment and underemployment, while uplifting the strategies Black women are using to survive, resist, and reimagine the future of work.",,,VOD,"Speaker: Anne Price, Maven Collaborative
Speaker: Cortney Sander, The New School - The Institute on Race, Power and Political Economy
Speaker: Erin White, Hexagon Strategy Group",,,,,,,,
7,https://www.essence.com/video/a-seat-at-the-table-an-introduction-to-investing-beyond-stocks-savings/,,,,A Seat at the Table: An Introduction to Investing Beyond Stocks & Savings,"The session is designed to move the audience from awareness to action on private investing — opening with the data on where Black Americans are (and aren't) when it comes to private capital, then giving a clear, practical roadmap for how to start.",,,VOD,"Speaker: Khadijah Robinson, Fictive Ventures",,,,,,,,
8,https://www.essence.com/video/founder-showcase/,,,,FOUNDER SHOWCASE,"Get to know the founders behind innovative brands and businesses vending in the We Love Us Marketplace and making an impact in their communities. Hear their journeys, learn what inspired them to build their brands, and discover products and services you can support throughout the weekend.",,,VOD,"Speaker: Khadejha Brunner, Dejha B Coloring
Speaker: Courtney Kelly, Courtney Kelly Books
Speaker: Irene Bekoe, That Good Good Shea
Speaker: Brandi Davis, The Candy Lady",,,,,,,,
9,https://www.essence.com/video/power-pitch/,,,,POWER PITCH!,"Cheer on local founders on Saturday and national founders on Sunday as they compete in two distinct POWER PITCH! competitions for a chance to win a share of $100,000 in funding. Discover innovative brands, hear inspiring entrepreneurial journeys, and watch bold ideas take center stage.",,,VOD,,,,,,,,,
10,https://www.essence.com/video/may-you-do-well-be-well-redefining-success-wellness-and-sustainability/,,,,"May You Do Well & Be Well: Redefining Success, Wellness, and Sustainability","What if success didn’t cost you your peace? This conversation explores what it truly means to do well and be well—building businesses, honoring purpose, and protecting your mental and emotional health at the same time. 

Through honest dialogue and real experiences, panelists will reframe success as something sustainable rather than sacrificial.",,,VOD,"Speaker: Ameka Coleman, Strands of Faith 
Speaker: Khadejha Brunner, Dejha B Coloring
Speaker: LaDonna Welch, Ebony Notes Co.",,,,,,,,
11,https://www.essence.com/video/more-than-a-menu-building-community-through-food-drinks-culture/,,,,"More Than a Menu: Building Community Through Food, Drinks & Culture","From coffee shops and cocktail bars to restaurants and gathering spaces, these founders are creating more than places to eat and drink—they're creating places where people connect. Join this conversation on how Black women entrepreneurs are using hospitality, culture, and intentional experiences to build thriving communities in New Orleans.",,,VOD,"Speaker: Vyoone Lewis, Vyoones Restaurant
Speaker: Samjah Iman, St. Noir Cafe
Speaker: Jessica Johnson, JusTini's",,,,,,,,
12,https://www.essence.com/video/how-to-support-black-owned-businesses/,,,,How to support Black owned businesses,,,,VOD,,,,,,,,,
,https://www.essence.com/video/livestream-gbef-hq-day-3/,,GBEF HQ,,,,,,,,,,,,,,,
1,https://www.essence.com/video/lyrics-on-trial-the-battle-for-free-expression-in-the-courtroom/,,,,Lyrics on Trial: The Battle for Free Expression in the Courtroom,"There is a growing and controversial practice of introducing rap lyrics and other creative works as evidence in criminal trials across the United States. Panelists will explore how this trend disproportionately impacts Black and Brown artists and hip-hop performers. This dynamic raises urgent questions about racial bias in the justice system and the erosion of First Amendment protections for artistic expression. The discussion will also consider the opposing viewpoint that creative works may, under certain circumstances, constitute legitimate and relevant evidence in a court of law. Drawing on legal, cultural, and social perspectives, panelists will explore solutions that safeguard artistic creativity and free expression while upholding the integrity of the criminal justice system.","#EFOC2026, #GBEF, #GBEF0705",,Streaming & VOD,,,5/7/2026 11:00,5/7/2026 11:25,,,,,
2,https://www.essence.com/video/the-future-of-work-unlocking-apprenticeships-and-alternative-career-pathways/,,,,The Future of Work: Unlocking Apprenticeships and Alternative Career Pathways,"As technology reshapes industries and employers increasingly prioritize skills over traditional credentials, new pathways to meaningful careers are emerging.  Apprenticeships, workforce training programs, industry certifications, and other alternative routes are creating opportunities for individuals to gain practical experience, earn while they learn, and access high demand careers without following a conventional four year degree path.
This panel will explore how businesses, educators, policymakers, and workforce leaders are reimagining talent development to meet the needs of a rapidly changing economy. 
Chid Liberty, CEO of Apprentos (PENDING)
Meagan-Good Majors, Actress and advocate 
(PENDING)
Don Peebles, founder, chairman and chief executive officer of the Peebles Corporation (PENDING)
","#EFOC2026, #GBEF, #GBEF0705",,Streaming & VOD,,,5/7/2026 11:25,5/7/2026 11:50,,,,,
3,https://www.essence.com/video/career-reininvention-how-do-you-monetize-your-new-journey-and-what-are-the-options-and-how-does-ai-play-into-the-discussion/,,,,Career Reininvention: How do you monetize your new journey and what are the options and how does AI play into the discussion?,"Changing careers is no longer the exception, it’s becoming the norm. Whether you’re leaving a corporate role, launching a business, building a portfolio career, consulting, creating content, or pursuing a passion project, the question remains: how do you turn your new direction into sustainable income?
This panel explores the many paths to monetization during a career transition, from entrepreneurship and freelancing to advisory work, digital products, and emerging opportunities in the creator economy. Panelists will share practical insights on identifying market demand, leveraging existing expertise, building new revenue streams, and avoiding common pitfalls. The conversation will also examine the growing role of artificial intelligence in career reinvention.
Aaliyah Haqq, Chief Operating Officer of GBEF’s Academy for Advancing Excellence 
@HBCU
College Board","#EFOC2026, #GBEF, #GBEF0705",,Streaming & VOD,,,5/7/2026 11:50,5/7/2026 12:15,,,,,
4,"
https://www.essence.com/video/reports-and-data-you-should-know-about-news-you-can-use/",,,,"Reports and Data You Should Know About, News You Can Use.","There are a variety of reports that are issued every day, but there are a few that are critical to the social and economic survival and sustainability of people of color.  Hear from the leaders who have championed critical reports, the Black Census Report, the Cash Poor Report and the Black/Latino Report, that drive civic participation, economic opportunities and accessibility of fair and equitable financial products.
Michelle Miller (PENDING)
Juan Proano, President of LULAC 
(PENDING)
Michael Franklin
Rodney Williams (CONFIRMED)
Natishia June, Black Futures Lab (PENDING)
","#EFOC2026, #GBEF, #GBEF0705",,Streaming & VOD,,,5/7/2026 13:10,5/7/2026 13:35,,,,,
5,https://www.essence.com/video/seats-at-the-table-protecting-black-power-after-callias/,,,,Seats at the Table: Protecting Black Power After Callias,"This panel gets real. We're pulling together lawyers, organizers, elected officials, economists, and movement leaders to talk about what Louisiana v. Callais means for Black America - and where we go from here. Not just politically. Culturally. Economically. All of it.
Black power has never lived in one place. It lives in the Black-owned business that's been anchoring the same block for thirty years. It lives in the music, the food, the language this whole country borrows from. It lives in wealth being built, protected, and handed down. Callais hits the ballot box - and the fight runs much deeper than that. This panel holds the whole thing. We'll get into proportional representation too-  what it actually means, why it matters for Black communities, and how it works as a real structural solution when maps get drawn to dilute Black voting power.

Live Q & A
","#EFOC2026, #GBEF, #GBEF0705",,Streaming & VOD,,,5/7/2026 13:40,5/7/2026 14:05,,,,,
6,https://www.essence.com/video/unlocking-the-vote-for-people-who-are-justice-impacted/,,,,Unlocking the Vote for People Who are Justice Impacted,"If you have been impacted by the criminal justice system, what are your rights?  How do they differ by state?  A session that provides you with all of the information you need now to reclaim and unlock your vote.","#EFOC2026, #GBEF, #GBEF0705",,Streaming & VOD,,,5/7/2026 14:05,5/7/2026 14:30,,,,,
7,https://www.essence.com/video/leaders-on-the-front-lines/,,,,Leaders on the Front Lines,"Our cities and localities are facing a myriad of challenges from federal threats to local programs to high inflation and cost of living.  If you are paying more for everything, what can local elected officials do to help?  What are the pathways you should be aware of as a taxpayer and citizen?
","#EFOC2026, #GBEF, #GBEF0705",,Streaming & VOD,,,5/7/2026 14:30,5/7/2026 14:55,,,,,
,https://www.essence.com/wp-admin/post.php?post=1057140&action=edit,,EVENING CONCERT SERIES,,,,,,,,,,,,,,,
1,https://www.essence.com/wp-admin/post.php?post=1059659&action=edit,,,,Evening Concert | Sunday,"We close on hallowed ground. T.I. performs backed by a live orchestra, and Missy Elliott curates Aaliyah: One in a Million — a forever tribute to a forever icon. Hip-hop royalty fills the rest of the night: Public Enemy, Doug E. Fresh & Friends, and George Clinton & Parliament Funkadelic with special guests, plus Durand Bernarr, Nona Hendryx, Big Freedia, Big Boi, Scarface, Kim Burrell, Trombone Shorty, and Savion Glover. LeToya Luckett and Kenny Burns host, and DJ Trauma sends us home.","#EFOC2026, #ECS, #ECS0705",,VOD,,,,,,,,,
,,,GBEF SUMMIT,,,,,,,,,,,,,,,
,,,,,,,"#EFOC2026, #GBEFSS, #GBEF0705",,Streaming,,,,,,,,,
,https://www.essence.com/wp-admin/post.php?post=1059919&action=edit,,Creators & Podcast Festival,,,,,,,,,,,,,,,
,,,,,,,"#EFOC2026, #CPF, #CPF0705",,,,,,,,,,,
