Episode Number,URL,Notes ,Live ID (Live Streaming),Media ID (VOD),Title,Description,Tags,Sponsor,Streaming?,Talent,Moderator,Session Start Time,Session End Time,O&O Plays,O&O Uniques,O&O Completes,O&O Time (hours),O&O AVG Time Per Viewer (sec)
3,https://www.essence.com/video/permission-to-be-self-compassion-as-the-foundation-for-sustainable-success/↗,,,,Permission to Be: Self-Compassion as the Foundation for Sustainable Success,"What if the thing holding you back isn’t lack of discipline — but lack of permission? In a culture that rewards burnout and perfection, many leaders silently abandon themselves in pursuit of success. This session reframes self-compassion as a courageous act of leadership, offering practical tools to pivot, rebuild, and grow without self-betrayal.","#EFOC2026, #NVEH, #NVEH0704",,VOD,"Speaker: Whitney Dodds, Wellness For The Culture
Host: TBD",,,,,,,,
4,https://www.essence.com/video/live-pitch-feedback-session/↗,,,,LIVE! Pitch Feedback Session,"The live pitch experience giving founders what they rarely receive: honest investor feedback.

Raising capital can feel like a black box. Founders spend months pursuing investor meetings, only to receive a ""no"" with little explanation—or no response at all.

At the New Voices Entrepreneur Hub at the ESSENCE Festival of Culture®, selected founders will pitch live to a panel of investors and entrepreneurs who have successfully raised capital, receiving real-time feedback on what resonates, what raises concerns, and how to strengthen their approach for future fundraising opportunities.

Come learn how investment decisions are made—and leave with practical insights to pitch with greater confidence.","#EFOC2026, #NVEH, #NVEH0704",,VOD,"Speaker: Hyacinth Tucker, The Laundry Basket 
Speaker: Khadijah Robinson, Fictive Ventures 
Speaker: Ensa Huger, NVF Capital
Speaker: Casey Dike', Blaze Group
Speaker: Tashyra Ayers, The House of",,,,,,,,
5,https://www.essence.com/video/inside-pace-bootcamp-building-resilient-founders-for-sustainable-growth/↗,,,,Inside PACE Bootcamp: Building Resilient Founders for Sustainable Growth,"Get a peek behind the curtain of the Madam C.J. Walker PACE Bootcamp, powered by the New Voices Foundation, and discover how the program is evolving to support not just stronger businesses, but resilient founders.

This interactive conversation explores PACE's founder-first approach to entrepreneurship, rooted in Planning, Access to Capital, Coaching, and Entrepreneurship Education. Learn how the program helps entrepreneurs build the resilience, confidence, financial awareness, and decision-making skills needed to navigate the realities of business ownership.

You'll also hear how the Bootcamp is shifting to intentional application, giving founders the opportunity to put learning into practice and make progress at their own pace.

Featuring insights from program leaders and PACE alumni, this session offers an inside look at how the Bootcamp helps entrepreneurs build businesses designed to last by first investing in the people building them.","#EFOC2026, #NVEH, #NVEH0704",,VOD,"Speaker: Part 1:
Speaker: Maria Casanova, RISE Well Solutions
Host: Marie Clark, New Voices Foundation

Speaker: Part 2:
Speaker: Irene Bekoe, That Good Good Shea
Speaker: Jhavon Kashif, ABSTRX Nail Art Press-ons
Speaker: Briana Martin, Waistbee
Host: Lauren Strayhorn, Notedd",,,,,,,,
6,https://www.essence.com/video/make-your-health-your-business-healthcare-management-for-entrepreneurs/↗,,,,Make Your Health Your Business: Healthcare Management for Entrepreneurs,"Your business can’t thrive if your health is in crisis. Yet many entrepreneurs face delayed diagnoses, dismissive care, and confusion navigating the healthcare system. These challenges directly impact how they lead and build.

This session reframes healthcare as a core business strategy. Through practical guidance, attendees will learn how to advocate for themselves in medical settings, prepare for appointments with clarity, ask the right questions, and track their health like they track their business.

Walk away with tangible tools to navigate the healthcare system with confidence.","#EFOC2026, #NVEH, #NVEH0704",,VOD,"Speaker: Dr. Munirah Bomani, Bomani Beauty MD
Speaker: Brandi Davis, The Candy Lady
Host: Lisa Cunningham, BWHI",,,,,,,,
7,,,,,TBD,TBD,"#EFOC2026, #NVEH, #NVEH0704",,VOD, ,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,NEW VOICES VILLAGE™,,,,,,,,,,,,,,,
,https://www.essence.com/video/west-indies-peppa-sauce-wips/↗,,,,West Indies Peppa Sauce - WIPS,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0704",,VOD,"Randy Pulayya, West Indies Peppa Sauce - WIPS",,,,,,,,
,https://www.essence.com/video/greys-consulting-group/↗,,,,Greys Consulting Group,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0704",,VOD,"Ebony Grey, Greys Consulting Group",,,,,,,,
,https://www.essence.com/video/nia-ford-consulting/↗,,,,Nia Ford Consulting,"Connect with fellow founders, entrepreneurs, and members of the New Voices community during this dedicated networking session. Build relationships, exchange ideas, and create new opportunities for collaboration, support, and growth.","#EFOC2026, #NVV, #NVV0704",,VOD,"Tonya Rutherford, Nia Ford Consulting",,,,,,,,
,https://www.essence.com/video/that-good-good-shea/↗,,,,That Good Good Shea,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0704",,VOD,"Irene Bekoe, That Good Good Shea",,,,,,,,
,https://www.essence.com/video/lets-go-plan/↗,,,,Let's Go Plan,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0704",,VOD,"Kenny Acquah, Let's Go Plan",,,,,,,,
,https://www.essence.com/video/wicks-nola-candle-company/↗,,,,Wicks NOLA Candle Company,"Join live demonstrations and hands-on workshops in Makers’ Studio to discover products, learn new skills, and connect directly with founders and entrepreneurs.","#EFOC2026, #NVV, #NVV0704",,VOD,"Tiffany Brown, Wicks NOLA Candle Company",,,,,,,,
,https://www.essence.com/video/melanbrand-skin/↗,,,,MelanBrand Skin,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0704",,VOD,"Patrice Chappelle, MelanBrand Skin",,,,,,,,
,https://www.essence.com/video/cree-company/↗,,,,Cree & Company,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0704",,VOD,"Bianca Tatum, Cree & Company
",,,,,,,,
,https://www.essence.com/video/abstrx-nail-art-press-ons/↗,,,,ABSTRX Nail Art Press-ons,"Join live demonstrations and hands-on workshops in Makers’ Studio to discover products, learn new skills, and connect directly with founders and entrepreneurs.","#EFOC2026, #NVV, #NVV0704",,VOD,"Jhavon Kashif, ABSTRX Nail Art Press-ons",,,,,,,,
,https://www.essence.com/video/kurle-university/↗,,,,Kurle University,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0704",,VOD,"Raven Johnson, Kurle University",,,,,,,,
,https://www.essence.com/video/precollege-solutions-llc/↗,,,,PreCollege Solutions LLC,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0704",,VOD,"Shymika Stephenson-Davison, PreCollege Solutions LLC",,,,,,,,
,https://www.essence.com/video/focus-frame-eyewear/↗,,,,Focus & Frame Eyewear,"Join live demonstrations and hands-on workshops in Makers’ Studio to discover products, learn new skills, and connect directly with founders and entrepreneurs.","#EFOC2026, #NVV, #NVV0704",,VOD,"Brittney Adams, Focus & Frame Eyewear",,,,,,,,
,https://www.essence.com/video/the-butta-house/↗,,,,The Butta House,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0704",,VOD,"Jennifer Lyle, The Butta House",,,,,,,,
,https://www.essence.com/video/jamrico/↗,,,,Jam+Rico,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0704",,VOD,"Lisette Scott, Jam+Rico",,,,,,,,
,https://www.essence.com/video/see-life-different-media/↗,,,,See Life Different Media,"Join live demonstrations and hands-on workshops in Makers’ Studio to discover products, learn new skills, and connect directly with founders and entrepreneurs.","#EFOC2026, #NVV, #NVV0704",,VOD,"Zaakirah Muhammad, See Life Different Media",,,,,,,,
,https://www.essence.com/video/grounded-cup/↗,,,,Grounded Cup,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0704",,VOD,"Tiana Jorman, Grounded Cup",,,,,,,,
,https://www.essence.com/video/minty-educational-services/↗,,,,Minty Educational Services,"Meet the founders behind your favorite brands and services at Founder Feature! Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend.","#EFOC2026, #NVV, #NVV0704",,VOD,"Dr. Qiana O'Leary, Minty Educational Services",,,,,,,,
,,,Suede: Men’s Experience ™,,,,,,,,,,,,,,,
1,https://www.essence.com/video/the-standard-you-deserve-to-be-rich-a-financial-masterclass/↗,,,,The Standard: You Deserve to Be Rich : A Financial Masterclass,"In this masterclass conversation, financial experts who've lived the journey open up about what they wish they'd known sooner — and what they want you to know now. From building credit to creating businesses, from investing your first dollar to passing wealth down to the next generation, this session meets you where you are and takes you where you're trying to go.
","#EFOC2026, #ME, #ME0704",,VOD,Talent: Chad,,,,,,,,
2,,Sponsor not in CMS,,,SPONSOR SLOT - Suede 11:05 AAM,"Dusty Baker on his memoir; baseball, race, the American game.","#EFOC2026, #ME, #ME0704",,VOD,"Moderator: Sports journalist TBD
Talent: Dusty Baker",,,,,,,,
3,https://www.essence.com/video/barbershop-masterclass/↗,,,,Barbershop Masterclass,"The barbershop has always been a sacred space for Black men. Now we're pulling back the cape and showing you what goes into the craft behind the chair. This hands-on masterclass breaks down the essentials — fades, tapers, lineups — with a live demonstration from one of the best in the business.","#EFOC2026, #ME, #ME0704",,VOD,Panelists: Durio's House of Style,,,,,,,,
4,https://www.essence.com/video/nobody-taught-us-this-juvan-langford-on-the-road-to-wholeness/↗,,,,Nobody Taught Us This: JuVan Langford on The Road to Wholeness,"Black men are being asked to perform at the highest levels of life without ever being given a place to practice.
In this TED Talk-style session, artist and advocate JuVan Langford speaks directly to the crisis hiding inside the men we love most — the silence, the isolation, and the slow dismantling of the spaces that once guided men back to themselves.","#EFOC2026, #ME, #ME0704",,VOD,Juvan Langford,,,,,,,,
5,https://www.essence.com/video/beyond-the-wall-with-brandan-bmike-odums/↗,,,,"Beyond The Wall With Brandan ""BMIKE"" Odums","Beyond the Wall With Brandan “BMIKE” Odums: Known for transforming forgotten spaces into powerful statements, Brandan ""BMIKE"" Odums has built a reputation for large-scale, culture-driven work that sits at the intersection of Black identity, community, and visual storytelling. In this conversation-meets-live demo, Odums speaks on his creative journey, the story behind the art, and allows festivalgoers to see him work in real time.","#EFOC2026, #ME, #ME0704",,VOD,"Talent: BMike 
(ALTS)
Ceaux
Compton 
Moderator: Okla Jones
",,,,,,,,
6,https://www.essence.com/video/america-250/↗,,,,America 250,"Black men have always been at the center of the movement — organizing, marching, demanding change. But what does that look like right now, in the halls of Congress, in our neighborhoods, and in our everyday lives? This conversation Moderated by Kenny Burns with Congressman Troy Carter and Rev Sharpton gets real about power, policy, and what it means to show up for Black men.","#EFOC2026, #ME, #ME0704",,VOD,"Moderator: Kory Jarvis
Panelists: Congressman Troy Carter, Rev Sharpton ",,,,,,,,
7,,,,,PODCAST HOLD TBD,TBD,"#EFOC2026, #ME, #ME0704",,VOD,"Moderator: Killer Mike OR Errol Louis (TBD)
Panelists: Chris Smalls (FLAG - from Rechelle re: AMAZON bac",,,,,,,,
8,https://www.essence.com/video/making-the-case-for-marriage/↗,,,,Making The Case For Marriage,"In a world that too often tells Black men that commitment is a compromise, these men disagree — and they've got the receipts.
Pastor Antoine Barriere and DeVon Franklin come together for an honest, personal conversation about why they chose marriage, what it has required of them, and what it has given back. From the pulpit to the screen, these two bring very different paths to the same conviction — that love, done intentionally, is one of the most powerful things a man can build.
No filters. No performance. Just two men telling the truth about commitment, partnership, and why they'd choose it all over again.","#EFOC2026, #ME, #ME0704",,VOD,"Host: Kelvin Byers
Panelists:  Pastor Antoine Barriere, Amin Joseph, Devon Franklin, Red Rushing
",,,,,,,,
9,,,,,"HOLD : THE CUT INTEGRATION That Boy Clean! Black Men, Grooming & Self Care","This conversation explores what it means for Black men to invest in themselves — from the intimacy of the barbershop to the confidence that comes with a skincare routine that actually works for your skin. We're talking about the rituals that make us feel like ourselves, the vulnerability it takes to be seen and taken care of, and why showing up for your appearance is really about showing up for yourself.","#EFOC2026, #ME, #ME0704",,VOD,Talent: ⚠ Not yet named in v11,,,,,,,,
10,https://www.essence.com/video/collectors-garage-day-2-watches/↗,,,,Collectors Garage Day 2: Watches,"Join ESSENCE (talent TBD?) for a conversation on watch collecting and the stories timepieces can tell. From family legacy to fashion and self-expression, we'll explore what draws people to certain watches and how the hobby continues to evolve. This conversation will also discuss getting started as a collector, navigating today's market, and building a collection that reflects your own taste.","#EFOC2026, #ME, #ME0704",,VOD,"Moderator: Okla Jones
Mouse Jones",,,,,,,,
,,,Unbothered & Well,,,,,,,,,,,,,,,
1,https://www.essence.com/video/your-heart-is-in-your-hands-a-wellbeing-talking-circle/↗,,,,Your Heart Is In Your Hands: A Wellbeing Talking Circle,"A space to pair real data with real conversation. Jennifer Johnson breaks down how stress and trauma show up in heart health, then attendees move through quick screenings and a guided reflection.","#EFOC2026, #UW, #UW0704",,VOD,Jennifer Johnson & Tara Robinson,,,,,,,,
2,https://www.essence.com/video/girl-thats-actually-not-normal-a-talking-circle-on-the-symptoms-we-ignore-with-dr-andrea-alexander/↗,,,,Girl… That’s Actually Not Normal: A Talking Circle on the Symptoms We Ignore with Dr. Andrea Alexander,"A candid conversation breaking down the health concerns Black women are often told to “push through”. From painful periods and hormone imbalances to burnout and reproductive health. In her signature relatable style, Dr. Dre makes women’s health feel approachable, honest, and actionable instead of overwhelming and clinical.","#EFOC2026, #UW, #UW0704",,VOD,Dr. Andrea Alexander,,,,,,,,
3,https://www.essence.com/video/soft-stories-a-sensory-reset-session/↗,,,,Soft Stories: A Sensory Reset Session,"A guided sensory reset for anyone who feel stressed out. Whether that's sensory sensitivity, sobriety, neurodivergence, or simply being a Black woman in a loud world. Zaakirah Muhammad takes the circle through her Soft Stories practice.","#EFOC2026, #UW, #UW0704",,VOD,Zaakirah Muhammad,,,,,,,,
4,https://www.essence.com/video/heavy-flow-a-talking-circle-on-fibroids-period-care-presented-by-always/↗,,,,"Heavy Flow: A Talking Circle on Fibroids & Period Care, Presented by Always","An honest conversation about the conditions Black women have been told to tolerate for too long. Presented by Always, this is a space to discuss the symptoms, share what works, and leave with the language and care your body deserves.
","#EFOC2026, #UW, #UW0704",,VOD,Pending,,,,,,,,
5,https://www.essence.com/video/pillow-talk-a-talking-circle-on-why-talking-leads-to-better-sex-with-sexologist-dr-shamyra-howard/↗,,,,Pillow Talk: A Talking Circle on Why Talking Leads to Better Sex with Sexologist Dr. Shamyra Howard,"A grown conversation about why the best sex starts before the bedroom, with words, honesty, and the kind of communication most of us were never taught. Sexologist Dr. Shamyra Howard will explore how to talk about what you want, naming what you don't, and the everyday practice of pleasure.
","#EFOC2026, #UW, #UW0704",,VOD,Dr. Shamyra Howard,,,,,,,,
6,https://www.essence.com/video/the-flex-a-stretching-session-presented-by-actively-black/↗,,,,"The Flex: A Stretching Session, Presented by Actively Black",,"#EFOC2026, #UW, #UW0704",,VOD,,,,,,,,,
,,,We Love Us: The Marketplace,,,,,,,,,,,,,,,
1,https://www.essence.com/video/lets-talk-about-it/↗,,,,Let's Talk About It,"Kick off the day with a conversation about the topics making headlines and impacting our communities. From entrepreneurship and wealth building to health, culture, and community, we'll explore what's happening now, why it matters, and how it connects to the conversations taking place throughout the day on the We Love Us Marketplace Stage.","#EFOC2026, #WLU, #WLU0704",,VOD,"Speaker: Marie Clark, New Voices Foundation
Speaker: Ensa Huger, NVF Capital",,,,,,,,
2,https://www.essence.com/video/see-life-different-reimagining-inclusion-through-story-media-power/↗,,,,"See Life Different: Reimagining Inclusion Through Story, Media & Power","Disabled people make up 1 in 4 Americans—yet their stories, perspectives, and leadership remain largely absent from mainstream media and culture. This panel brings together Black disabled women who are reshaping film, fashion, and wellness through their lived experiences. From storytelling and content creation to platform-building and advocacy, they are not just asking for inclusion. They are redefining what it looks like.

This conversation explores how inclusive storytelling drives cultural connection, influences policy, and builds new creative economies—while challenging systems that have historically overlooked disabled voices.","#EFOC2026, #WLU, #WLU0704",,VOD,"Speaker: Dr. Lana Joseph, Jrumz Ear Wear
Speaker: Lisa C Willis, Lisa C. Willis & Associates
Speaker: Derra Howard, Saving Grace Epilepsy Foundation",,,,,,,,
3,-,,,,Beyond the 9-5: How Black Women Are Building Income on Their Own Terms,"Traditional paths to income aren’t as stable as they once were and Black women are adapting in real time. This conversation explores how entrepreneurs, freelancers, and creators are building flexible, self-directed income streams across the gig economy. From leveraging digital platforms and creativity to leaning into community and skill-based services, this panel highlights how Black women are creating financial stability in unconventional ways.

Attendees will walk away with practical insight on diversifying income, navigating instability, and building earning power that doesn’t rely on a single source—especially in an economy that continues to shift.","#EFOC2026, #WLU, #WLU0704",,VOD,"Speaker: Tiffany Lauren Jones, The Satori Agency 
Speaker: Amanda Estiverne-Colas, AGE Advisors
Speaker: Casey Dike', Blaze Group",,,,,,,,
4,https://www.essence.com/video/founder-showcase/↗,,,,FOUNDER SHOWCASE,"Get to know the founders behind innovative brands and businesses vending in the We Love Us Marketplace and making an impact in their communities. Hear their journeys, learn what inspired them to build their brands, and discover products and services you can support throughout the weekend.","#EFOC2026, #WLU, #WLU0704",,VOD,"Speaker: Dr. Munirah Bomani, Bomani Beauty
Speaker: Ameka Coleman, Strands of Faith 
Speaker: Jasmine Lewis, Vie Beauty
Speaker: Jhavon Kashif, ABSTRX Nail Art Press-ons",,,,,,,,
5,https://www.essence.com/video/how-forced-pauses-become-profitable-pivots/↗,,,,How Forced Pauses Become Profitable Pivots,"In a time of layoffs, burnout, and shifting economic realities, Black women are not simply leaving the workforce—we’re recalibrating how we work, earn, and build. This fireside chat explores how moments of disruption can become catalysts for alignment, ownership, and income on your own terms.

Grounded in real stories—including turning unexpected setbacks into thriving businesses—this conversation will unpack how to leverage your existing skills, pivot with intention, and build sustainable income streams using today’s tools and strategies.

Attendees will leave with practical ways to reframe career disruption, activate what they already know, and move forward with clarity, confidence, and control.","#EFOC2026, #WLU, #WLU0704",,VOD,"Speaker: Tiana Jorman, The Grounded Cup",,,,,,,,
6,https://www.essence.com/video/purpose-profit-in-practice-designing-a-legacy-that-pays-off/↗,,,,Purpose & Profit in Practice: Designing a Legacy That Pays Off,"Legacy isn’t something you leave behind. It’s something you live every day. This session explores how founders build at the intersection of purpose and profitability—where identity informs vision, and vision demands disciplined execution. Through guided conversation, panelists will share defining moments that shaped their paths and the decisions that continue to shape their businesses.

Framed through four dimensions of legacy—Inherited, Collective, Personal, and Chosen—this conversation helps translate lived experience into practical application. Attendees will walk away with a grounded understanding of how to align who they are with what they build—and how to sustain both over time.","#EFOC2026, #WLU, #WLU0704",,VOD,"Speaker: Tonya Rutherford, Nia Ford Consulting 
Speaker: Marcus Johnson, FloLifestyle",,,,,,,,
7,https://www.essence.com/video/the-philanthropist-in-all-of-us/↗,,,,The Philanthropist in All of Us,"Philanthropy is often associated with large donations, but meaningful impact can take many forms. From sharing resources and making introductions to supporting small businesses and showing up for your community, we all have the ability to give in ways that create lasting change.

Join this fireside chat and explore how everyday actions can strengthen communities, expand opportunities, and support the causes and people we care about. Attendees will leave with a broader understanding of philanthropy and practical ways to make an impact, regardless of their resources or stage of life.","#EFOC2026, #WLU, #WLU0704",,VOD,"Speaker: Monique Curry-Mims, Civic Capital Consulting",,,,,,,,
8,https://www.essence.com/video/fintech-session/,,,,Fintech session,"TBD
","#EFOC2026, #WLU, #WLU0704",,VOD,,,,,,,,,
9,https://www.essence.com/video/power-pitch/↗,,,,POWER PITCH!,"Cheer on local founders on Saturday and national founders on Sunday as they compete in two distinct POWER PITCH! competitions for a chance to win a share of $100,000 in funding. Discover innovative brands, hear inspiring entrepreneurial journeys, and watch bold ideas take center stage.","#EFOC2026, #WLU, #WLU0704",,VOD,,,,,,,,,
10,https://www.essence.com/video/access-advocacy-the-future-of-care-for-black-women/↗,,,,"Access, Advocacy & the Future of Care for Black Women","For too long, many of us have felt like we’re surviving the healthcare system instead of being supported by it. This conversation brings together founders and leaders who are not only helping individuals better navigate healthcare today—but actively building new models of care designed with Black women in mind.

From understanding how to advocate for yourself and your family, to exploring how Black women are creating culturally grounded, tech-enabled health solutions, this session connects what we can do now with what’s being built for the future. Attendees will gain practical tools to take control of their healthcare experience and a deeper understanding of how community-driven innovation is reshaping what care looks like.","#EFOC2026, #WLU, #WLU0704",,VOD,"Speaker: Chantil Thomas, Thomas Collaborative Consulting
Speaker: Crystal Dobson, CardiacFITT
Speaker: Rika Martin, Royalty Health Incorporated",,,,,,,,
11,https://www.essence.com/video/what-it-means-to-be-a-values-led-brand-today/↗,,,,What It Means to Be a Values-Led Brand Today,"Today, more than ever, the power sits with the people. Consumers aren’t just buying from brands—they’re building relationships with them, and trust is at the center of it all.

As community becomes a bigger part of how brands grow, founders are navigating how to stay aligned with their values while responding to the voices around them—from customers and clients to advisors, investors, and mentors.

This conversation explores what it really means to be a values-led brand today. From both the founder and consumer perspective, we’ll unpack how trust is built, how feedback is navigated, and how brands stay grounded in what they believe while growing with their communities.","#EFOC2026, #WLU, #WLU0704",,VOD,"Speaker: Shaniqua Cousins, Shaniqua Cousins World Group
Speaker: Monique Curry-Mims, Generocity
Speaker: Carrita Tanner-Cloud, Creativity Justified LLC",,,,,,,,
12,https://www.essence.com/video/founder-showcase/↗,,,,FOUNDER SHOWCASE,"Get to know the founders behind innovative brands and businesses vending in the We Love Us Marketplace and making an impact in their communities. Hear their journeys, learn what inspired them to build their brands, and discover products and services you can support throughout the weekend.","#EFOC2026, #WLU, #WLU0704",,VOD,"""""""""""""""SPACE- Ronn Richardson (Top pick to slot in somewhere) [Home Goods Decor]
YAMAAS! - Dion Symonette [Craft Artisans]
Alison Woods Writes - Alison Woods [Books]""""""""""""
""""""""""""SKIN BY IREI, Ireion """"""""""""""""Irei"""""""""""""""" Richardson
Dawn Fitch, Pooka Pure & Simple
Kevin Scott, Equestrian Noire
Dr. Daphne Valerius, I AM HER Apparel""""""""""""""",,,,,,,,
,https://www.essence.com/video/livestream-gbef-hq-day-2/,,GBEF HQ,,,,,,,,,,,,,,,
1,https://www.essence.com/video/workforce-investment-and-the-future-of-economic-mobility/↗,,,,Workforce Investment and the Future of Economic Mobility,"Economic mobility and business competitiveness are deeply connected. At a time when employers face workforce shortages, demographic shifts, and rapid technological change, companies that invest in expanding opportunity and developing diverse talent pipelines are better positioned to grow, innovate, and compete. Yet efforts commonly described as diversity, equity, and inclusion (DEI) have become increasingly politicized, creating uncertainty for business leaders navigating workforce strategy and long-term growth.
This conversation will explore why investing in talent from all communities is not simply a social initiative, but a business imperative. Panelists will examine the connection between workforce participation, economic mobility, corporate governance, innovation, and economic performance, while discussing how employers can build stronger talent pipelines, strengthen organizational resilience, and create pathways to prosperity that benefit workers, businesses, and the broader economy.
Shawna Young, CEO of Camelback Ventures 

Aniesia Williams, Managing Partner of dreambloc 
Ken Oliver, CEO of the JUMP Project 
Jephtha Snow, COO of National African American Insurance Association (NAAIA) 
","#EFOC2026, #GBEF, #GBEF0704",,Streaming & VOD,,,4/7/2026 11:00,4/7/2026 11:25,,,,,
2,https://www.essence.com/video/how-black-led-institutions-and-leaders-are-building-and-sustaining-the-infrastructure-that-shapes-american-democracy/↗,,,,How Black led institutions and leaders are building and sustaining the infrastructure that shapes American democracy.,"In this moment when Black lead organizations are being threatened, what it looks like to lead a high profile, mission critical organization under intense public scrutiny and keep the community's trust; The economic and civic stakes of grassroots fundraising, organizing, and coalition building for Black communities.
Monique Pressley, Trial Attorney, Television Legal Analyst And Contributor, Crisis Manager, Radio Host And Certified Leadership Trainer
Damon Hewitt, President and Executive Director of the Lawyers’ Committee for Civil Rights Under Law 
Melanie Campbell, President & CEO of the National Coalition on Black Civic Participation 
Regina Wallace-Jones, President of Act Blue 
","#EFOC2026, #GBEF, #GBEF0704",,Streaming & VOD,,,4/7/2026 11:25,4/7/2026 11:50,,,,,
3,https://www.essence.com/video/how-to-use-social-platforms-to-inform-your-health/↗,,,,How to Use Social Platforms to Inform Your Health.,"This session brings together the next generation of health care creators ranging from medical experts to individuals with personal lived experiences to highlight how we all can better navigate the social media landscape to be better informed and navigate health care information online.
Dr. Judith Joseph, Psychiatrist, Researcher And Award Winning Content Creator 
Imamu Tomlinson, MD, MBA, Chief Executive Officer, Vituity 
Yvette Clarke (PENDING)
Harvard Creator Program, Amanda Yarnell and Dr. Khan (PENDING)
","#EFOC2026, #GBEF, #GBEF0704",,Streaming & VOD,,,4/7/2026 11:50,4/7/2026 12:15,,,,,
4,https://www.essence.com/video/trust-black-women-redefining-the-future-of-bodily-autonomy-maternal-health-sexuality-and-culture-for-our-collective-liberation/↗,,,,"Trust Black Women: Redefining the Future of Bodily Autonomy, Maternal Health, Sexuality, and Culture for Our Collective Liberation","Black culture has always shaped the world. But too often, our bodies, our voices, our expertise, and our full identities are left out of the decisions that impact us most.

This panel, presented by SisterSong, the National Women of Color Reproductive Justice Collective, brings together culture-shifters, social justice leaders, and practitioners to explore how the Reproductive Justice movement and framework offers a powerful organizing model that builds power at the intersections of race, gender, sexuality, policy, and pop culture.

This is more than a conversation. It’s an invitation to imagine what becomes possible when we lead with our lived experiences and our human right to self-determination. Because when culture meets community power, we don’t just shift narratives. We shape the future.

Monica Simpson, Executive Director of Sister Song

Cynthia Bailey, actress, model, podcaster

Monroe Elise, actress, model (currently appearing on The Chi) 

Jamarah Amani, Executive Director for Southern Birth Justice Network 

Kenya Parham, Chief Growth Officer at Spill

Nikki Alexander-Tumblin, Founder and Executive Director of New Orleans Black Pride 
","#EFOC2026, #GBEF, #GBEF0704",,Streaming & VOD,,,4/7/2026 13:10,4/7/2026 13:35,,,,,
5,https://www.essence.com/video/trust-black-women-redefining-the-future-of-bodily-autonomy-maternal-health-sexuality-and-culture-for-our-collective-liberation/↗,,,,"Trust Black Women: Redefining the Future of Bodily Autonomy, Maternal Health, Sexuality, and Culture for Our Collective Liberation",Continuation of the Panel,"#EFOC2026, #GBEF, #GBEF0704",,Streaming & VOD,,,4/7/2026 13:40,4/7/2026 14:05,,,,,
