Episode Number,URL,Notes ,Live ID (Live Streaming),Media ID (VOD),Title,Description,Tags,Sponsor,Streaming?,Talent,Moderator,Session Start Time,Session End Time,O&O Plays,O&O Uniques,O&O Completes,O&O Time (hours),O&O AVG Time Per Viewer (sec)
2,https://www.essence.com/video/climbing-the-capital-ladder-what-to-fund-when/↗,,,,"Climbing the Capital Ladder: What to Fund, When","All money isn't good money, especially at the wrong stage of business.

This session gives founders a clear path through the noise, breaking down exactly which types of capital to use as your business grows. From self-funding and grants to loans and institutional capital, you will learn how to move strategically through each funding phase.

Walk away with a simple framework to fund your business the right way, at the right time.","#EFOC2026, #NVEH, #NVEH0703",,VOD,"Speaker: Ensa Huger, New Voices Fund
Speaker: Casey Dike', Blaze Group
Speaker: Stephanie Fowler, Institute for Entrepreneurial Leadership",,,,,,,,
3,https://www.essence.com/video/protect-your-business-like-a-ceo-what-every-entrepreneur-should-know-about-risk-insurance-and-growth/↗,,,,"Protect Your Business Like a CEO: What Every Entrepreneur Should Know About Risk, Insurance, and Growth","As your business grows, so do the risks and understanding how to protect what you're building is just as important as creating it. Join us for a practical conversation on the insurance, liability, and risk management considerations every entrepreneur should know, from pop-up shops and festivals to retail opportunities and business expansion.

This session will explore common business risks, essential insurance coverages, protecting your assets and reputation, and how the right protections can support sustainable growth. Following the presentation, hear directly from founders as they share lessons learned, unexpected challenges they've faced, and advice for entrepreneurs preparing for their next stage of growth.","#EFOC2026, #NVEH, #NVEH0703",,VOD,"Speaker: Adrianne Spain, Adrianne’s Couture Boutique LLC
Speaker: Ameka Coleman, Strands of Faith	Host: Rosemary Moore, Sharpe & Associates Insurance Agency",,,,,,,,
4,https://www.essence.com/video/target-is-your-brand-ready-for-mass-retail/↗,,,,TARGET: Is Your Brand Ready for Mass Retail?,"Mass retail can create new opportunities for your brand, but it also comes with new expectations, added pressure, and big business decisions. In this session, the Target Accelerators team will talk through what founders should consider before pursuing major retail stores. From production and pricing to timing, growth, and the day-to-day realities that often get overlooked. Whether retail is your goal or you’re still figuring out the right path for your brand, this conversation will help you better understand if mass retail is the right next step for your business.","#EFOC2026, #NVEH, #NVEH0703",Target,VOD,"Speaker: TBD
Host: Mimi Udezue, Target",,,,,,,,
5,https://www.essence.com/video/branding-that-brings-in-capital/↗,,,,Branding That Brings in Capital,"A strong brand doesn’t just attract customers, it attracts capital.

This session moves beyond “brand awareness” and into strategy, introducing the F.U.N.D. Method: a tactical approach to building a brand that resonates with both your audience and potential investors. Founders will learn how to clearly articulate their story, position their brand for opportunity, and integrate their narrative into funding conversations.

Attendees will leave with a clearer understanding of how to make their brand work for them in the rooms where capital decisions are made.","#EFOC2026, #NVEH, #NVEH0703",,VOD,"Host: Adebukola Ajao, B.D.Y CONSULT / For All Things Digital",,,,,,,,
6,https://www.essence.com/video/from-booked-to-sustainable-scaling-a-service-based-business/↗,,,,From Booked to Sustainable: Scaling a Service-Based Business,"This conversation pulls back the curtain on how service-based founders are building businesses that stay booked, get paid, and grow with intention. From turning relationships into real revenue, to building brands people trust and come back to, to creating income beyond one-to-one work—this panel shares what it actually takes to sustain and scale.

Whether you’re hiring, supporting, or becoming a service provider yourself, you’ll walk away with a deeper understanding of what makes these businesses thrive and how they’re building success that lasts.","#EFOC2026, #NVEH, #NVEH0703",,VOD,"Speaker: Ashley Yearby, Secure The Bags
Speaker: Kristen Dufauchard, aKrewe
Speaker: Ponchitta Lanoue, PM3 Impact Group
Host: Dr. Qiana O'Leary, Minty Educational Services",,,,,,,,
7,https://www.essence.com/video/retail-readiness-positioning-your-brand-for-platforms-shelves-scale/↗,,,,"Retail Readiness: Positioning Your Brand for Platforms, Shelves & Scale","Getting your product into the world isn’t just about what you sell—it’s about how you position your brand to grow across multiple channels.

In this session, founders will gain a behind-the-scenes look at what it takes to be attractive to marketplaces, retailers, and direct-to-consumer platforms alike. From product readiness and pricing strategy to operations and brand positioning, this conversation breaks down how to build a business that can thrive on your own site, on e-commerce platforms, and on physical shelves.

Attendees will walk away with a clear understanding of how to diversify distribution, approach each channel strategically, and avoid common missteps that can stall growth.","#EFOC2026, #NVEH, #NVEH0703",,VOD,"Speaker: Adeola Wright, Julo Shop
Speaker: Jennifer Lyle, The Butta House 
Speaker: Brigham Stewart, New Voices Fund
Host: Mabel Frias, Read Fragrances",,,,,,,,
8,https://www.essence.com/video/your-legacy-is-already-inside-you-closing-the-gaps-between-purpose-and-business/↗,,,,Your Legacy is Already Inside You: Closing the Gaps Between Purpose and Business,"This session challenges purpose-driven entrepreneurs to stop waiting and start living the legacy already inside them by aligning their vision with a business built to sustain it. A legacy coach and business coach reveal the hidden gaps (across systems, sales, positioning, and relationships) that prevent businesses from fully funding their purpose. The session equips attendees to close those gaps and build businesses that actively grow, support, and amplify the legacy they are meant to live.","#EFOC2026, #NVEH, #NVEH0703",,VOD,"Speaker: Coach Nic, Coach Nic DC
Speaker: Patrice Chappelle, MelanBrand Skin
Host: Tonya Rutherford, Nia Ford Consulting",,,,,,,,
,,,NEW VOICES VILLAGE™,,,,,,,,,,,,,,,
1,https://www.essence.com/wp-admin/post.php?post=1059613&action=edit,,,,Ponchitta Lanoue of PM3 Impact Group at Founder Feature in the New Voices Village,"Meet Ponchitta Lanoue of PM3 Impact Group at Founder Feature in the New Voices Village. Connect directly with Ponchitta, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend. 

Founder: Ponchitta Lanoue, PM3 Impact Group","#EFOC2026, #NVV, #NVV0703",,VOD,"Ponchitta Lanoue, PM3 Impact Group",,,,,,,,
2,https://www.essence.com/wp-admin/post.php?post=1059614&action=edit,,,,Rika Martin of Royalty Health Inc at Founder Feature in the New Voices Village,"Meet Rika Martin, Royalty Health Inc at Founder Feature in the New Voices Village. Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend. 

Founder: Rika Martin, Royalty Health Inc","#EFOC2026, #NVV, #NVV0703",,VOD,"Rika Martin, Royalty Health Inc",,,,,,,,
3,https://www.essence.com/wp-admin/post.php?post=1059618&action=edit,,,,Raven Johnson of Kurle University in Makers’ Studio in the New Voices Village,"Join Raven Johnson of Kurle University for a live demonstration and hands-on workshop in Makers’ Studio in the New Voices Village. Discover products, learn new skills, and connect directly with founders and entrepreneurs. 

Founder: Raven Johnson, Kurle University","#EFOC2026, #NVV, #NVV0703",,VOD,"Raven Johnson, Kurle University",,,,,,,,
4,https://www.essence.com/wp-admin/post.php?post=1059619&action=edit,,,,Dominique Dilling of Backstreet Cultural Museum at Founder Feature in the New Voices Village,"Meet Dominique Dilling of Backstreet Cultural Museum at Founder Feature in the New Voices Village. Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend. 

Founder: Dominique Dilling, Backstreet Cultural Museum","#EFOC2026, #NVV, #NVV0703",,VOD,"Dominique Dilling, Backstreet Cultural Museum",,,,,,,,
5,https://www.essence.com/wp-admin/post.php?post=1059620&action=edit,,,,Elizabeth LeFrere of StudioBE at Founder Feature in the New Voices Village,"Meet Elizabeth LeFrere of StudioBE at Founder Feature in the New Voices Village. Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend. 

Founder: Elizabeth LeFrere, StudioBE","#EFOC2026, #NVV, #NVV0703",,VOD,"Elizabeth LeFrere, StudioBE",,,,,,,,
6,6,,,,Lisette Scott of Jam+Rico at Founder Feature in the New Voices Village,"Join Lisette Scott of Jam+Rico for a live demonstration and hands-on workshop in Makers’ Studio in the New Voices Village. Discover products, learn new skills, and connect directly with founders and entrepreneurs. 

Founder: Lisette Scott, Jam+Rico","#EFOC2026, #NVV, #NVV0703",,VOD,"Lisette Scott, Jam+Rico",,,,,,,,
7,https://www.essence.com/wp-admin/post.php?post=1059626&action=edit,,,,Jhavon Kashif of ABSTRX Nail Art Press-ons at Founder Feature in the New Voices Village,"Meet Jhavon Kashif of ABSTRX Nail Art Press-ons at Founder Feature in the New Voices Village. Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend. 

Founder: Jhavon Kashif, ABSTRX Nail Art Press-ons","#EFOC2026, #NVV, #NVV0703",,VOD,"Jhavon Kashif, ABSTRX Nail Art Press-ons",,,,,,,,
8,https://www.essence.com/wp-admin/post.php?post=1059628&action=edit,,,,Aisata Diallo of Tressfecta at Founder Feature in the New Voices Village,"Meet Aisata Diallo of Tressfecta at Founder Feature in the New Voices Village. Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend. 

Founder: Aisata Diallo, Tressfecta","#EFOC2026, #NVV, #NVV0703",,VOD,"Aisata Diallo, Tressfecta",,,,,,,,
9,https://www.essence.com/wp-admin/post.php?post=1059630&action=edit,,,,Allison Roberts of Sistah Chatta in Makers' Studio in the New Voices Village,"Join Allison Roberts of Sistah Chatta in the New Voices Village for live demonstration and hands-on workshop in Makers’ Studio in the New Voices Village to discover products, learn new skills, and connect directly with founders and entrepreneurs. 

Founder: Allison Roberts, Sistah Chatta","#EFOC2026, #NVV, #NVV0703",,VOD,"Allison Roberts, Sistah Chatta",,,,,,,,
10,https://www.essence.com/wp-admin/post.php?post=1059632&action=edit,,,,Ameka Coleman of Strands of Faith at Founder Feature in the New Voice Village,"Meet Ameka Coleman of Strands of Faith at Founder Feature in the New Voices Village. Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend. 

Founder: Ameka Coleman, Strands of Faith","#EFOC2026, #NVV, #NVV0703",,VOD,"Ameka Coleman, Strands of Faith",,,,,,,,
11,https://www.essence.com/wp-admin/post.php?post=1059634&action=edit,,,,Premise Martin of Pedi Licious Footwear/Care LLC at Founder Feature in the New Voices Village,"Meet Premise Martin of Pedi Licious Footwear/Care LLC at Founder Feature in the New Voices Village. Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend. 

Founder: Premise Martin, Pedi Licious Footwear/Care LLC","#EFOC2026, #NVV, #NVV0703",,VOD,"Premise Martin, Pedi Licious Footwear/Care LLC",,,,,,,,
12,,,,,TBD,"Join live demonstrations and hands-on workshops in Makers’ Studio to discover products, learn new skills, and connect directly with founders and entrepreneurs.","#EFOC2026, #NVV, #NVV0703",,VOD,TBD,,,,,,,,
13,https://www.essence.com/wp-admin/post.php?post=1059636&action=edit,,,,LaDonna Welch of Ebony Notes Co. at Founder Feature in the New Voices Village,"Meet LaDonna Welch of Ebony Notes Co. at Founder Feature in the New Voices Village. Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend. 

Founder: LaDonna Welch, Ebony Notes Co.","#EFOC2026, #NVV, #NVV0703",,VOD,"LaDonna Welch, Ebony Notes Co.",,,,,,,,
14,https://www.essence.com/wp-admin/post.php?post=1059638&action=edit,,,,Dr. Tayiana Reed of The Wellness Apothecary at Founder Feature in the New Voices Village,"Meet Dr. Tayiana Reed of The Wellness Apothecary at Founder Feature in the New Voices Village. Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend. 

Founder: Dr. Tayiana Reed, The Wellness Apothecary","#EFOC2026, #NVV, #NVV0703",,VOD,"Dr. Tayiana Reed, The Wellness Apothecary",,,,,,,,
15,https://www.essence.com/wp-admin/post.php?post=1059640&action=edit,,,,Katrina Cousins of The Bejeweled Tee Shirt in Makers' Studio in the New Voices Village,"Join Katrina Cousins of The Bejeweled Tee Shirt for a live demonstration and hands-on workshop in Makers’ Studio in the New Voices Village to discover products, learn new skills, and connect directly with founders and entrepreneurs. 

Founder: Katrina Cousins, The Bejeweled Tee Shirt","#EFOC2026, #NVV, #NVV0703",,VOD,"Katrina Cousins, The Bejeweled Tee Shirt",,,,,,,,
16,https://www.essence.com/wp-admin/post.php?post=1059646&action=edit,,,,Tashara Earl of Shades of Color at Founder Feature in the New Voices Village,"Meet Tashara Earl of Shades of Color at Founder Feature in New Voices Village. Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend. 

Founder: Tashara Earl, Shades of Color","#EFOC2026, #NVV, #NVV0703",,VOD,"Tashara Earl, Shades of Color",,,,,,,,
17,https://www.essence.com/wp-admin/post.php?post=1059648&action=edit,,,,Courtney Kelly of Courtney Kelly Books at Founder Feature in the New Voices Village,"Meet Courtney Kelly of Courtney Kelly Books at Founder Feature in New Voices Village. Connect directly with entrepreneurs, discover new products and services, and hear the stories behind the businesses they’re building throughout the weekend. 

Founder: Courtney Kelly, Courtney Kelly Books","#EFOC2026, #NVV, #NVV0703",,VOD,"Courtney Kelly, Courtney Kelly Books",,,,,,,,
,,,Suede: Men’s Experience ™,,,,,,,,,,,,,,,
1,https://www.essence.com/wp-admin/post.php?post=1058519&action=edit,,,xal62sa,Black Men’s Wellness: Man Up & Check In,"Suede Friday opener. What happens when a Black man actually listens to his body — and it saves his life? Social media personality Obio Jones did just that. After being diagnosed with testicular cancer and coming out the other side cancer-free, he's sitting down with New Orleans physician Dr. Herbert for an honest, no-filter conversation about what it really means to take care of yourself. From the signs too many of us ignore, to the doctors we don't trust, to the stigma that keeps us out of waiting rooms — this fireside chat goes there. 
","#EFOC2026, #ME, #ME0703",,VOD,"Moderator: 
Panelists: Dr.Corey Hebert, Obio Jones ",,,,,,,,
2,https://www.essence.com/wp-admin/post.php?post=1058524&action=edit,,,xal63ce,The Art of Art Collecting,"You don't have to be a millionaire to own great art — but you do need to know the rules of the game. This conversation breaks down everything you need to start building a collection that's worth something, both financially and culturally. Panelists are pulling back the curtain on what's actually worth your coins, how to spot talent before the price triples, and how to get your hands on work that feels out of reach.","#EFOC2026, #ME, #ME0703",,VOD,"Moderator: Okla Jones III
Panelists: Terrance Osborne, Jerin ""Jerk"" Beasley, Keon Parsons ",,,,,,,,
3,https://www.essence.com/video/top-notes-a-fragrance-masterclass/↗,,,,Top Notes: A Fragrance Masterclass,"Your scent says something before you ever open your mouth. But are you saying the right thing? This hands-on masterclass breaks down the art of fragrance: how to layer, what works for your body chemistry, and which scents belong in your rotation depending on the season, the room, and the moment.

","#EFOC2026, #ME, #ME0703",,VOD,"Anchor (pending): TBD
Panelists: Mr.Cologne (Black Fragrance Week) , Darrell Spencer (Crowned Skin),",,,,,,,,
4,,,,,*Podcast -REPLACE,"The 520 Podcast brings its signature blend of real talk, sharp perspectives, and unfiltered conversation to the stage for a live experience you won't want to miss. Known for tackling everything from relationships and culture to current events and the conversations happening in the community, the hosts keep it authentic, entertaining, and thought-provoking. Expect candid dialogue, plenty of laughs, and the kind of honest discussion that keeps listeners coming back week after week.","#EFOC2026, #ME, #ME0703",,VOD,"Panelists: TBD
Moderator: TBD",,,,,,,,
5,,,,,SPONSOR SLOT - Suede 1PM,Podcast taping. Surprise guest format. (Disney???),"#EFOC2026, #ME, #ME0703",,VOD,Talent:,,,,,,,,
6,https://www.essence.com/video/black-men-brotherhood-a-fireside-chat-with-aulston-taylor-and-bivian-sonny-lee/↗,,,,"Black Men & Brotherhood — A Fireside Chat with Aulston Taylor and Bivian ""Sonny"" Lee","Nobody talks about brotherhood the way brothers do. Aulston Taylor and Bivian ""Sonny"" Lee has spent years having the kind of honest, unfiltered conversations about Black men's lives that most people only have in private — and now they're bringing that energy to the Suede stage. You'll see what real brotherhood looks like for Black men today:  how we find it, how we keep it, and what happens to us when we don't have it.","#EFOC2026, #ME, #ME0703",,VOD,"Fireside Chat : Bivian ""Sonny"" Lee , Aulston Taylor
(ROUNDTABLE CONVERSATION)
",,,,,,,,
7,https://www.essence.com/video/roll-with-it-cigar-making-workshop/↗,,,,Roll With It: Cigar Making Workshop,"There's an art to a great cigar — and now it's yours to learn. This hands-on workshop puts you in the seat of a master roller, walking you through the craft of hand-rolling a premium cigar from leaf to light.","#EFOC2026, #ME, #ME0703",,VOD,"
Panelists: Anu Amen Ra",,,,,,,,
8,https://www.essence.com/video/reclaiming-the-fabric-black-men-and-fashion/↗,,,,Reclaiming the Fabric: Black Men and Fashion,"From design and entrepreneurship to community-building and cultural influence, founders EMLINE James, Tvche, and Loyalty Club discuss the responsibility and opportunity that come with creating for the culture while building businesses designed to last.","#EFOC2026, #ME, #ME0703",,VOD,"Moderator : Okla Jones 
Panelists:  EMLINE James, Tvche, Loyalty Club",,,,,,,,
9,https://www.essence.com/video/collectors-garage-day-1-cars/↗,,,,Collector's Garage Day 1 : Cars,"Collector vehicle activation.
Known for building one of hip-hop’s most respected car collections, Curren$y has spent years bringing people together through events that celebrate classic vehicles. The Jet Life founder will talk about his favorite automobiles, discuss the connection between cars and creativity, and how New Orleans continues to inspire everything he does.","#EFOC2026, #ME, #ME0703",,VOD,"Host: Okla Jones 
Guests: Curren$y",,,,,,,,
,,,Unbothered & Well,,,,,,,,,,,,,,,
1,https://www.essence.com/video/practice-by-palmer-an-intimate-mat-pilates-session-with-keke-palmer/↗,,,xal7ypu,Practice by Palmer: An Intimate Mat Pilates Session with Keke Palmer,Roll out your mat for an intimate Pilates session led by Keke Palmer herself. Forty-five minutes of low-impact movement with the founder of Practice by Palmer.,"#EFOC2026, #UW, #UW0703",,VOD,Keke Palmer,,,,,,,,
2,https://www.essence.com/video/door-of-return-a-welcome-ritual-poetry-experience-with-monique-lorden-porter/↗,,,xal7yj6,Door of Return: A Welcome Ritual & Poetry Experience with Monique Lorden Porter,Step into Unbothered & Well through the Door of Return. A poetic welcome ritual led by Monique Lorden Porter. A grounding moment that asks you to leave what's heavy at the threshold and walk in fully present.,"#EFOC2026, #UW, #UW0703",,VOD,Monique Lorden Porter,,,,,,,,
3,https://www.essence.com/wp-admin/post.php?post=1058557&action=edit,,,xal7o9i,When They Don't Listen: The Heart Symptoms Women Are Told to Ignore with Crystal Dobson & Tara Robinson,"Women's heart attacks don't always look like the movies — and the symptoms that get dismissed as stress, anxiety, or “doing too much” are too often the ones that matter most. As a cardiac ICU nurse and CardiacFITT founder, she'll lead an honest conversation on how heart disease actually shows up in women, the warning signs that get missed, and when to stop second-guessing yourself and seek care. Through real stories, guided reflection, and a take-home guide, attendees will leave knowing the signs to watch for and the questions to ask.","#EFOC2026, #UW, #UW0703",,VOD,"Crystal Dobson
",,,,,,,,
4,https://www.essence.com/video/traveling-to-heal-a-talking-circle-on-why-rest-requires-distance-with-adrianne-ajax-jackson/↗,,,,Traveling to Heal: A Talking Circle on Why Rest Requires Distance with Adrianne “Ajax” Jackson,"A conversation exploring the growing wellness movement of Black women finding healing through travel across the African Diaspora. Drawing from her experience leading international retreats in, AJax shares how reconnecting with culture, community, ancestry, and place can become a powerful tool for restoration and self-discovery. Attendees will explore the difference between a vacation and a wellness pilgrimage, what makes these experiences transformative, and practical ways to incorporate healing-centered travel into their own lives.","#EFOC2026, #UW, #UW0703",,VOD,Ajax Jackson,,,,,,,,
5,https://www.essence.com/video/off-the-record-a-founders-creators-talking-circle/↗,,,,Founder's Unplugged: A restorative experience for Founders & Creators with Rebekah Morant & Brittany Bygrave,"A space for founders, creators, and creative entrepreneurs to exhale because we don’t get rooms like this often enough. Rebekah Morant and Brittany Bygrave will lead a brief community meditation and seated yoga session for you to reset and fellowship.","#EFOC2026, #UW, #UW0703",Rebekah Morant & Brittany Bygrave,VOD,Rebekah Morant,,,,,,,,
,,,We Love Us: The Marketplace,,,,,,,,,,,,,,,
1,https://www.essence.com/video/lets-talk-about-it/,,,,Let's Talk About It,"Kick off the day with a conversation about the topics making headlines and impacting our communities. From entrepreneurship and wealth building to health, culture, and community, we'll explore what's happening now, why it matters, and how it connects to the conversations taking place throughout the day on the We Love Us Marketplace Stage.

Speakers: 
Marie Clark, New Voices Foundation
Ensa Huger, NVF Capital","#EFOC2026, #WLU, #WLU0703 ",,VOD,,,,,,,,,
2,https://www.essence.com/video/the-weight-and-wonder-of-being-the-first/,,,xal679q,The Weight and Wonder of Being the First,"The first to buy a home. The first to graduate college. The first to start a business. The first to build wealth.

Behind every major milestone is a story of sacrifice, resilience, pressure, and possibility. This conversation explores the real experiences behind first-generation achievement — and the financial habits, systems, and mindset shifts required to create lasting ownership and generational impact.

Speakers: 
Ensa Huger, NVF Capital
Dr. LaTanya White, Dynastic Wealth® | Concept Creative Group
Casey Dike', Blaze Group","#EFOC2026, #WLU, #WLU0703 ",,VOD,,,,,,,,,
3,https://www.essence.com/wp-admin/post.php?post=1058590&action=edit,,,xal7yaa,"Culture as Currency: Building Brands Rooted in Story, Identity & Legacy","In today’s fast-moving, trend-driven market, the brands that stand out aren’t chasing what’s next—they’re grounded in something deeper. This panel brings together founders and cultural storytellers to explore how heritage, identity, and lived experience shape brands that truly connect. This conversation highlights how culture isn’t just inspiration—it’s infrastructure.

Attendees will walk away with a deeper understanding of how to build brands that feel rooted, resonant, and lasting—while honoring the communities and stories they come from.","#EFOC2026, #WLU, #WLU0703 ",,VOD,"Host: Quinn
Speaker/Panelist: Jhavon Kashif, ABSTRX Nail Art Press-ons
Speaker/Panelist: (V - TBD) Brittney Adams, Focus & Frame Eyewear
Speaker/Panelist: Patrice Chappelle, MelanBrand Skin",,,,,,,,
4,https://www.essence.com/video/founder-showcase/,,,xal6a7i,FOUNDER SHOWCASE,"Get to know the founders behind innovative brands and businesses vending in the We Love Us Marketplace and making an impact in their communities. Hear their journeys, learn what inspired them to build their brands, and discover products and services you can support throughout the weekend.

Speakers:
Bianca Tatum, Cree & Company
Grace Yeboah Ofori, TrufaceByGrace. LLC
Alexandria Alli, F&W Style
Issa Gray, Ire Aje
Quinn Conyers, Speak to Society","#EFOC2026, #WLU, #WLU0703 ",,VOD,"Speaker: Bianca Tatum, Cree & Company
Speaker: Grace Yeboah Ofori, TrufaceByGrace. LLC
Speaker: Alexandria Alli, F&W Style
Speaker: Issa Gray, Ire Aje
Moderator: Quinn Conyers, Speak to Society",,,,,,,,
5,https://www.essence.com/video/health-check-what-do-you-know/,,,,Health Check: What Do You Know?,"Join us for a fast-paced, interactive game show, where we put your health knowledge to the test. From preventative care to everyday wellness habits, this session breaks down what you should know—so you can make more informed decisions for yourself and your family.","#EFOC2026, #WLU, #WLU0703 ",,VOD,"Speakers:
Dr. Munirah Bomani, Bomani Beauty
Jennifer ""Jaki"" Johnson, WellMiss",,,,,,,,
6,https://www.essence.com/video/a-wellness-reset-from-burnout-to-boundaries/↗,,,,A Wellness Reset: From Burnout to Boundaries,"What if the thing holding you back isn’t lack of discipline—but lack of permission? In a culture that rewards burnout and perfection, many leaders lose themselves while chasing success. This session blends wellness and entrepreneurship to help attendees step out of overwhelm and reconnect with clarity, confidence, and sustainable growth. Attendees will learn how reclaiming their time, energy, and voice is essential to effective leadership.","#EFOC2026, #WLU, #WLU0703 ",,VOD,"Host: Quinn
Speaker/Panelist: Whitney Dodds, Wellness For The Culture
Speaker/Panelist: Hyacinth Tucker, The Laundry Basket LLC
Speaker/Panelist: Jasmine Lewis, Vie Beauty",,,,,,,,
7,https://www.essence.com/video/founder-showcase-eyes-ears/↗,,,xal7xf6,FOUNDER SHOWCASE,"Get to know the founders behind innovative brands and businesses vending in the We Love Us Marketplace and making an impact in their communities. Hear their journeys, learn what inspired them to build their brands, and discover products and services you can support throughout the weekend.

Speakers:
Nancey Flowers-Harris, Vontélle
Dr. Lana Joseph, Jrumz Ear Wear","#EFOC2026, #WLU, #WLU0703 ",,VOD,"Host: Arielle
Speaker/Panelist: (v - TBD) Premise Martin, Pedi Licious Footwear/ Sole Care
Speaker/Panelist: (premise@pediliciousfootwear.com)",,,,,,,,
8,https://www.essence.com/video/real-talk-connection-is-the-currency/,,,,REAL TALK: Connection Is the Currency,"Your most valuable asset isn't just what you know; it's who you know and how you show up for them.

Join founders, business leaders, and community champions for a candid conversation on the power of authentic relationships and the role connection plays in personal and professional growth. From building supportive communities and loyal customers to creating opportunities, partnerships, and lasting impact, this discussion explores why meaningful relationships remain one of our most valuable forms of currency.

Speakers:
Adebukola Ajao, B.D.Y CONSULT / For All Things Digital
Dr. Tayiana Reed, The Wellness Apothecary 
Tashara Earl, Shades of Color Beauty
Kimberly Lee Minor, WOC Retail Alliance","#EFOC2026, #WLU, #WLU0703 ",,VOD,"Speaker: Adebukola Ajao, B.D.Y CONSULT / For All Things Digital
Speaker: Dr. Tayiana Reed, The Wellness Apothecary 
Speaker: Tashara Earl, Shades of Color Beauty
Moderator: Kimberly Lee Minor, WOC Retail Alliance",,,,,,,,
9,https://www.essence.com/video/college-prep-unlocked-what-no-one-taught-us-until-now/↗,,,,College Prep Unlocked: What No One Taught Us Until Now,"This high-energy, 15-minute game show flips the script on college prep, inviting audience members to test their knowledge (and assumptions) in real time. From FAFSA myths to scholarship strategies and admissions decisions, participants will engage in interactive challenges that reveal the rules no one ever explained.

Along the way, families will walk away with practical insights on how to prepare early, make informed financial decisions, and avoid costly mistakes that lead to unnecessary student debt.

Speaker: Shymika Stephenson-Davison, PreCollege Solutions","#EFOC2026, #WLU, #WLU0703 ",,VOD,"Speaker: Shymika Stephenson-Davison, PreCollege Solutions",,,,,,,,
10,https://www.essence.com/video/from-story-to-streams-how-black-women-are-turning-narrative-into-income/↗,,,,From Story to Streams: How Black Women Are Turning Narrative Into Income,"This dynamic panel brings together a new wave of creatives using audio, editorial, and visual storytelling to build audiences, preserve culture, and create new revenue streams. From digital magazines and archives to podcasts and visual diaries, this conversation explores how Black women are reclaiming their narratives—and turning them into platforms that reach, resonate, and sustain. Attendees will learn how storytelling can open doors to visibility, community, and income—while serving as a tool for documentation and self-preservation in a time when our stories matter more than ever.","#EFOC2026, #WLU, #WLU0703 ",,VOD,"Host: Quinn
Speaker/Panelist: Imani Garner, Ethos Sync
Speaker/Panelist: Aisata Diallo, Tressfecta
Speaker/Panelist: Courtney Kelly, Courtney Kelly Books",,,,,,,,
11,https://www.essence.com/video/reclaiming-the-aisle-taste-power-and-the-business-of-culture/,,,,"Reclaiming the Aisle: Taste, Power, and the Business of Culture","This conversation explores how today’s consumers are demanding authentic flavor, real ingredients, and cultural integrity in the food space. From revolutionizing aisles to building culturally-rooted brands, this session highlights how creativity, community, and consumer power are reshaping CPG, and how founders are turning culture into ownership and opportunity.

Speakers:
Randy Pulayya, West Indies Peppa Sauce (WIPS)
Kayisha Thompson, De L'or Cakery
Allison Roberts, Sistah Chatta","#EFOC2026, #WLU, #WLU0703 ",,VOD,"Speaker: Randy Pulayya, West Indies Peppa Sauce (WIPS)
Speaker: Kayisha Thompson, De L'or Cakery
Moderator: Allison Roberts, Sistah Chatta",,,,,,,,
12,,,,,Panel TBD,,"#EFOC2026, #WLU, #WLU0703 ",,VOD,,,,,,,,,
13,"
https://www.essence.com/video/founder-showcase-we-love-us-marketplace-vendor-partners/",,,,FOUNDER SHOWCASE: We Love Us Marketplace Vendor Partners,"Meet the founders behind the innovative brands featured in the We Love Us Marketplace who also served as mentor founders to fellow New Voices entrepreneurs leading up to the ESSENCE Festival of Culture®. Hear their entrepreneurial journeys, discover what inspired them to build their businesses, and learn how they're giving back by sharing their expertise and experiences with fellow founders. Then, shop their products and support their businesses throughout the weekend.

Speakers:
Alexandria Alli, F&W Style
Bianca Tatum, Cree & Company
Brittney Adams, Focus & Frame Eyewear
Chantil Thomas, Black Women’s Health Imperative
Courtney Kelly, Courtney Kelly Books
Grace Yeboah, TrufaceByGrace
Irene Bekoe, That Good Good Shea
Quinn Conyers, Speak to Society","#EFOC2026, #WLU, #WLU0703 ",,VOD,,,,,,,,,
